age,taille,poids,revenu_estime_mois,historique_credits,risque_personnel,score_credit,loyer_mensuel,montant_pret
48,163.8,38.0,3121,2.0,0.4,679.0,,
38,164.0,78.1,3684,5.0,0.82,,5000.0,
57,189.3,48.1,4122,3.0,0.04,,5000.0,
66,168.8,55.7,3253,,0.45,675.0,602.97,40000.0
37,170.8,60.4,3362,2.0,0.01,,,
22,170.1,77.6,1646,,0.07,646.0,10000.0,40000.0
35,177.5,83.8,2626,,0.36,,,
49,161.7,92.9,1390,3.0,0.69,,10000.0,
43,188.2,69.2,1619,3.0,0.56,611.0,10000.0,40000.0
60,180.8,66.7,2561,2.0,0.12,,891.41,
67,175.4,73.2,1698,,0.6,,1006.6,
71,164.0,71.1,2974,1.0,0.83,748.0,,
72,163.0,74.1,4469,,0.16,333.0,,
25,184.4,63.6,1826,3.0,0.16,,10000.0,
59,183.5,70.6,2676,,0.86,,5000.0,
66,173.8,77.2,3014,4.0,0.17,575.0,,
31,165.0,81.9,3282,3.0,0.43,579.0,,
54,174.4,64.3,4030,2.0,0.1,448.0,850.08,40000.0
23,169.1,85.3,2048,,0.05,431.0,,
58,182.9,72.4,1938,,0.17,438.0,,
42,185.3,65.5,2626,,0.85,,10000.0,
49,174.0,46.8,2670,,0.43,688.0,10000.0,40000.0
73,172.3,56.3,3021,0.0,0.15,603.0,5000.0,40000.0
43,170.9,63.4,2407,,0.94,,891.47,
41,171.3,75.6,2567,,0.01,304.0,,
36,153.7,67.4,2797,5.0,0.77,,5000.0,
27,176.7,78.5,1139,,0.09,404.0,,
44,163.9,95.5,2684,,0.48,,449.08,
40,159.2,66.4,500,3.0,0.61,,5000.0,
27,176.8,65.7,2728,,0.82,389.0,,
65,163.6,67.5,2727,3.0,0.33,,5000.0,
57,167.5,70.6,500,1.0,0.87,,5000.0,
72,154.2,105.7,2472,1.0,0.79,,,
26,154.7,79.1,3962,,0.38,634.0,868.02,40000.0
63,159.4,90.5,4676,1.0,0.63,,5000.0,
57,171.1,67.9,2615,2.0,0.63,,,
25,155.6,62.8,2275,,0.82,596.0,10000.0,40000.0
75,162.4,55.8,4169,4.0,0.29,,5000.0,
45,172.2,68.2,4388,,0.23,771.0,,
52,173.5,85.9,3016,4.0,0.49,,10000.0,
24,165.4,82.4,1759,,0.7,728.0,1048.79,40000.0
69,180.9,75.3,2119,3.0,0.39,543.0,882.61,40000.0
46,183.6,68.9,2265,,0.53,,10000.0,
50,163.9,64.0,2565,,0.84,,,
55,158.1,61.1,1869,1.0,0.58,,5000.0,
31,162.0,68.3,1533,,0.56,463.0,10000.0,40000.0
68,183.2,76.1,1936,5.0,0.83,420.0,10000.0,40000.0
29,178.3,80.1,2945,2.0,0.22,470.0,5000.0,40000.0
37,153.8,73.7,1811,5.0,0.66,459.0,1176.45,40000.0
55,167.7,84.9,2233,1.0,0.68,580.0,325.7,40000.0
40,150.8,65.4,4430,0.0,0.67,530.0,816.33,40000.0
36,168.5,70.3,3543,,0.71,,10000.0,
52,164.7,91.7,2585,,0.09,,,
20,156.2,60.9,2889,,0.66,517.0,,
46,183.4,70.8,4001,1.0,0.03,422.0,5000.0,40000.0
18,171.5,72.0,2239,,0.39,,10000.0,
36,180.7,74.9,1473,2.0,0.32,,10000.0,
61,157.3,61.8,500,,0.56,324.0,10000.0,40000.0
55,184.1,64.6,2527,1.0,0.49,,5000.0,
71,171.4,70.8,2718,,0.8,,5000.0,
73,161.7,31.7,3234,3.0,0.6,815.0,,
56,181.7,48.9,1179,4.0,0.99,674.0,10000.0,40000.0
50,155.6,83.9,1439,,0.82,,,
36,174.3,55.3,3855,,0.81,,737.05,
44,162.1,96.1,1530,,0.73,,10000.0,
46,171.7,81.4,2200,3.0,0.96,,,
71,179.4,71.7,2830,0.0,0.34,,,
44,155.9,82.7,3166,1.0,0.01,,,
74,167.3,73.3,3059,0.0,0.36,805.0,10000.0,40000.0
54,179.4,89.8,1768,,0.08,,10000.0,
28,189.0,74.7,678,2.0,0.16,,1076.76,
68,185.0,75.6,2476,2.0,0.57,791.0,,
47,158.3,91.3,2649,0.0,0.83,,5000.0,
68,172.9,75.9,4169,,0.17,,661.99,
57,172.5,48.6,2831,,0.27,,974.27,
47,162.1,80.5,580,1.0,0.9,,,
50,180.6,72.3,3153,2.0,0.84,,,
46,161.3,61.4,2925,5.0,0.56,727.0,,
58,169.3,59.1,2364,4.0,0.69,,10000.0,
24,172.1,79.4,2996,3.0,0.48,,10000.0,
22,178.9,69.5,2431,5.0,0.82,395.0,10000.0,40000.0
18,182.6,52.8,1578,4.0,0.03,,,
20,160.6,88.9,2866,2.0,0.7,697.0,,
24,166.4,69.3,1966,,0.1,617.0,,
38,184.6,73.3,2216,2.0,0.05,816.0,10000.0,40000.0
22,159.7,61.8,1832,4.0,0.11,,,
56,179.5,72.5,4398,4.0,0.15,365.0,329.29,40000.0
46,172.1,45.0,2319,2.0,0.82,,,
33,164.0,39.7,4007,3.0,0.46,,10000.0,
21,156.6,69.8,2737,,0.05,,672.62,
35,155.2,57.5,1938,3.0,0.64,621.0,5000.0,40000.0
31,167.9,78.6,1929,3.0,0.09,440.0,5000.0,40000.0
46,164.8,79.1,895,4.0,0.93,,1117.21,
36,190.3,47.2,958,,0.69,,5000.0,
52,161.2,68.0,3608,,0.35,807.0,1604.82,40000.0
48,165.4,90.0,992,,0.78,,10000.0,
50,169.1,44.4,500,0.0,0.49,,5000.0,
73,177.9,55.5,3938,,0.13,,612.63,
52,161.9,76.1,1721,,0.12,,919.64,
71,159.8,78.1,2257,,0.89,,5000.0,
41,157.5,97.9,3293,,0.91,,10000.0,
71,157.3,55.4,2874,,0.73,753.0,704.04,40000.0
45,167.4,67.0,1070,3.0,0.7,,1133.91,
31,174.1,57.8,500,1.0,0.11,,868.98,
47,167.2,65.6,2747,,0.53,364.0,,
26,171.8,74.1,2995,,0.49,,,
39,161.7,83.9,2117,,0.4,,5000.0,
18,176.9,83.5,1633,,0.16,378.0,943.26,40000.0
64,171.7,82.5,2022,,0.83,563.0,5000.0,40000.0
37,169.2,73.3,2875,5.0,0.67,,767.5,
28,167.9,86.8,4066,,0.67,,10000.0,
26,161.6,100.5,2972,,0.54,640.0,10000.0,40000.0
73,171.0,70.0,2015,4.0,0.81,,10000.0,
60,179.2,68.4,500,0.0,0.03,,5000.0,
53,169.5,67.9,916,,0.89,367.0,5000.0,40000.0
66,170.6,69.9,3269,,0.68,,10000.0,
73,169.8,69.8,875,,0.52,,,
19,159.1,76.8,1792,,0.31,584.0,5000.0,40000.0
56,188.3,83.1,2570,4.0,0.14,399.0,1097.58,40000.0
61,155.6,46.3,3723,2.0,0.58,,,
45,170.4,59.4,3881,1.0,0.34,,683.2,
43,178.9,83.5,3042,,0.35,362.0,,
39,145.3,64.4,500,,0.14,,,
54,176.5,65.2,2016,,0.78,,5000.0,
57,165.0,83.0,2281,0.0,0.48,,782.41,
42,173.9,65.1,4611,,0.3,590.0,397.07,40000.0
59,179.4,64.5,2487,4.0,0.71,,10000.0,
36,177.0,70.4,3304,5.0,0.05,633.0,10000.0,40000.0
60,176.9,62.6,1605,,0.94,349.0,,
48,164.1,79.0,2492,5.0,0.88,525.0,5000.0,40000.0
60,161.1,93.5,1411,0.0,0.5,,739.87,
63,176.0,90.1,2637,,0.44,,954.76,
67,164.8,86.9,500,,0.02,300.0,,
51,162.1,69.8,2626,,0.71,572.0,656.01,40000.0
67,160.9,52.9,1961,,0.25,,5000.0,
62,179.3,70.6,2588,0.0,0.14,,373.73,
32,167.6,52.5,583,5.0,0.16,,493.71,
54,170.4,50.1,3059,,0.15,473.0,,
34,163.4,61.8,3434,0.0,0.14,,1045.19,
34,175.6,56.2,3775,5.0,0.88,,5000.0,
50,176.3,91.7,4355,,0.19,766.0,5000.0,40000.0
51,159.8,49.0,3286,0.0,0.47,,5000.0,
42,165.1,50.1,2346,1.0,0.61,,,
70,159.4,65.9,2856,4.0,0.08,,,
51,182.3,86.3,1740,1.0,0.54,460.0,5000.0,40000.0
41,172.7,61.7,3368,3.0,0.94,,5000.0,
69,153.4,75.0,4651,1.0,0.97,537.0,5000.0,40000.0
43,166.6,73.6,3535,5.0,0.02,761.0,772.33,40000.0
31,178.3,67.5,3173,,0.75,493.0,10000.0,40000.0
45,166.7,70.8,3458,4.0,0.09,,,
42,183.5,75.9,3637,1.0,0.41,,,
29,158.0,61.5,3171,,0.67,,,
20,144.7,76.9,998,,0.37,315.0,618.36,40000.0
44,184.0,99.8,2469,4.0,0.71,,5000.0,
64,186.1,89.6,1321,3.0,0.53,668.0,,
58,173.3,88.2,2538,,0.45,,,
55,160.2,64.5,757,,0.78,564.0,837.56,40000.0
45,163.8,70.5,1613,,0.87,,10000.0,
28,175.4,59.8,1955,,0.32,,,
69,159.6,68.5,3390,,0.85,,755.47,
59,175.2,90.7,3651,,0.25,718.0,,
73,172.9,76.6,3195,,0.33,438.0,5000.0,40000.0
46,166.5,76.7,2679,2.0,0.2,,10000.0,
22,160.6,60.8,2851,0.0,0.18,560.0,,
51,177.8,59.9,2310,5.0,0.15,663.0,,
39,152.9,96.6,1275,,0.71,704.0,,
66,161.8,76.9,1426,,0.62,,5000.0,
36,171.8,74.5,2776,2.0,0.85,567.0,,
62,162.2,64.4,1781,0.0,0.99,677.0,339.23,40000.0
44,166.9,44.2,3386,2.0,0.72,491.0,5000.0,40000.0
61,165.7,79.1,3209,,0.47,497.0,833.85,40000.0
35,173.6,26.6,3003,1.0,0.06,477.0,,
71,167.5,61.3,3320,,0.14,453.0,468.66,40000.0
62,150.0,88.1,2557,,0.94,,,
66,169.5,59.7,3444,,0.93,,5000.0,
19,163.5,54.0,1981,4.0,0.77,,5000.0,
73,157.4,73.7,682,5.0,0.09,,,
19,168.0,89.4,2036,0.0,0.67,421.0,10000.0,40000.0
32,155.7,54.4,1985,,0.42,,849.65,
39,158.3,84.3,1803,,0.71,,10000.0,
40,165.3,52.6,500,,0.71,499.0,10000.0,40000.0
45,160.0,65.4,1175,,0.55,375.0,,
74,169.5,65.4,2332,1.0,0.31,,,
32,181.3,74.4,2160,4.0,0.74,,1703.62,
70,156.0,85.5,687,,0.43,,786.53,
60,169.2,63.3,2962,,0.22,538.0,,
32,177.1,87.8,4677,,0.55,,5000.0,
46,172.8,47.0,2188,4.0,0.13,369.0,5000.0,40000.0
55,167.4,66.6,821,4.0,0.96,395.0,10000.0,40000.0
30,162.5,81.1,1019,,0.85,686.0,10000.0,40000.0
75,168.3,44.3,2412,,0.56,,,
48,159.8,77.6,1733,5.0,0.84,,5000.0,
41,189.9,68.8,3634,,0.01,,5000.0,
33,168.6,71.2,1286,3.0,0.41,367.0,5000.0,40000.0
29,173.8,88.8,2185,5.0,0.14,,488.32,
39,174.8,82.4,1274,4.0,0.7,592.0,,
55,169.1,67.0,1823,,0.54,,,
62,173.8,88.0,4270,0.0,0.18,493.0,,
32,155.9,62.1,1795,,0.1,354.0,10000.0,40000.0
61,179.4,60.5,2254,3.0,0.14,,10000.0,
67,157.7,62.3,4770,4.0,0.53,,10000.0,
46,170.9,46.5,3362,,0.4,,5000.0,
42,167.3,69.6,5043,4.0,0.63,,10000.0,
35,166.6,62.1,3339,3.0,0.48,376.0,10000.0,40000.0
23,166.3,63.7,2792,,0.81,,,
70,157.7,71.1,1684,,0.44,,10000.0,
40,171.2,72.3,2774,1.0,0.12,848.0,10000.0,40000.0
39,184.4,66.9,3169,4.0,0.25,379.0,5000.0,40000.0
70,187.1,77.7,848,,0.41,499.0,1074.45,40000.0
28,171.2,73.7,3157,5.0,0.97,,5000.0,
19,174.2,75.9,1194,4.0,0.28,434.0,10000.0,40000.0
50,183.9,61.8,3184,0.0,0.66,377.0,5000.0,40000.0
74,179.3,64.0,2881,,0.96,,,
65,165.6,92.3,2378,,0.03,375.0,753.74,40000.0
61,162.7,69.6,2389,,0.32,694.0,257.84,40000.0
44,180.9,37.3,4284,0.0,0.08,702.0,10000.0,40000.0
26,166.2,52.1,500,,0.33,,,
69,176.8,98.5,4338,,0.01,,5000.0,
54,180.2,70.2,1516,1.0,0.65,677.0,5000.0,40000.0
60,141.4,33.8,1275,0.0,0.98,,10000.0,
25,170.4,72.8,2721,,0.88,,,
64,170.1,65.2,2296,2.0,0.74,,5000.0,
26,165.9,58.9,1175,,0.34,608.0,957.27,40000.0
50,157.6,61.2,1968,2.0,0.65,792.0,10000.0,40000.0
39,149.7,67.0,2859,0.0,0.18,339.0,,
57,162.2,83.4,1106,,0.18,644.0,,
27,168.8,79.5,2903,2.0,0.1,530.0,311.74,40000.0
67,162.3,51.6,2264,2.0,0.88,,10000.0,
39,149.4,51.3,2777,5.0,0.08,710.0,,
19,157.3,86.3,2254,,0.45,,5000.0,
42,169.9,75.4,3084,4.0,0.29,566.0,5000.0,40000.0
59,175.6,75.6,1507,5.0,0.28,402.0,10000.0,40000.0
37,152.4,62.2,4392,4.0,0.88,416.0,,
68,181.7,59.8,1077,2.0,0.25,,766.53,
48,161.2,68.7,1935,4.0,0.01,478.0,10000.0,40000.0
70,166.7,78.6,3906,,0.72,809.0,1084.82,40000.0
55,169.8,84.0,2209,,0.98,,,
73,178.3,102.6,2587,,0.98,,,
43,179.9,65.3,3340,,0.83,516.0,10000.0,40000.0
20,163.3,76.1,2150,,0.32,,225.86,
61,171.2,96.2,2432,,0.72,,5000.0,
35,162.3,98.7,3432,,0.92,,,
37,169.3,60.1,3214,4.0,0.47,,,
46,179.8,66.7,4036,,0.03,513.0,589.35,40000.0
57,156.8,41.8,1987,2.0,0.15,,1668.47,
68,172.0,55.2,1511,,0.65,536.0,,
56,169.5,101.3,3620,,0.02,763.0,896.16,40000.0
20,176.6,76.2,3647,2.0,0.03,,,
55,178.7,74.9,500,5.0,0.36,,,
69,171.5,64.0,2309,,1.0,,1394.5,
26,180.5,61.1,500,,0.59,,479.95,
58,151.1,68.6,1554,,0.29,569.0,,
39,178.5,41.9,3197,,0.35,512.0,662.0,40000.0
39,153.8,76.7,1951,,0.62,,10000.0,
26,168.1,43.1,3122,0.0,0.24,684.0,,
42,168.5,56.2,2225,4.0,0.27,751.0,744.91,40000.0
54,167.0,85.0,3484,,0.83,707.0,1020.76,40000.0
46,179.6,59.4,3746,,0.35,,1219.81,
58,181.4,48.1,2937,5.0,0.61,684.0,10000.0,40000.0
62,161.0,53.4,3770,3.0,0.01,,5000.0,
72,154.2,77.6,1438,2.0,0.59,,1322.29,
20,189.3,62.1,4979,,0.5,,,
70,171.1,79.7,662,5.0,0.9,,10000.0,
18,166.6,74.4,2045,0.0,0.92,,1496.29,
43,171.8,78.9,4351,5.0,0.3,386.0,,
47,159.0,72.9,1775,4.0,0.1,,10000.0,
67,171.3,34.2,2445,,0.16,,326.23,
39,175.8,95.6,500,0.0,0.92,,5000.0,
38,153.9,75.9,2030,,0.81,640.0,5000.0,40000.0
62,172.1,56.7,1928,4.0,0.51,,5000.0,
62,158.3,100.5,2098,3.0,0.78,,356.23,
40,165.1,63.6,1938,2.0,0.48,,10000.0,
68,186.2,88.9,2286,4.0,0.31,,10000.0,
45,174.7,59.6,2635,,0.38,,,
57,166.6,79.0,3517,2.0,0.83,,895.15,
38,165.6,78.0,500,,0.67,651.0,,
73,168.6,61.6,2143,2.0,0.9,640.0,10000.0,40000.0
55,161.4,71.9,4532,3.0,0.91,,10000.0,
22,151.4,97.7,4834,0.0,0.59,375.0,10000.0,40000.0
33,186.0,83.0,3647,0.0,0.49,,,
56,169.1,47.5,2359,1.0,0.38,381.0,5000.0,40000.0
37,174.7,40.7,1325,0.0,0.56,414.0,,
55,164.8,70.8,1456,,0.91,,,
70,177.1,77.7,1279,1.0,0.96,,5000.0,
63,152.9,73.2,3264,3.0,0.44,676.0,10000.0,40000.0
37,171.3,92.9,3161,,0.66,719.0,679.34,40000.0
69,186.3,78.7,3767,,0.97,,5000.0,
43,168.2,53.6,3295,,0.7,801.0,,
64,193.0,71.4,1080,,0.4,380.0,796.21,40000.0
34,179.7,71.3,500,3.0,0.6,765.0,,
60,180.3,90.2,1046,3.0,0.58,613.0,1043.76,40000.0
54,189.8,66.7,3321,,0.63,,5000.0,
36,178.3,84.0,500,4.0,0.44,,5000.0,
49,183.1,62.5,1783,5.0,0.36,,5000.0,
28,170.5,55.1,1862,3.0,0.78,,5000.0,
46,180.9,101.8,2972,1.0,0.78,,,
59,178.0,99.0,2846,1.0,0.29,831.0,5000.0,40000.0
22,184.7,33.9,2504,0.0,0.08,,5000.0,
68,181.1,66.6,3145,,0.79,663.0,,
24,177.5,45.3,2141,0.0,0.62,,,
38,175.2,83.2,4123,4.0,0.15,696.0,10000.0,40000.0
41,178.8,100.6,3432,0.0,0.0,337.0,10000.0,40000.0
33,181.3,67.2,2168,,0.94,,5000.0,
74,174.6,57.9,2122,4.0,0.13,,1003.67,
74,170.1,48.7,3777,3.0,0.73,,10000.0,
56,157.9,72.3,4388,0.0,0.7,,10000.0,
54,171.0,51.1,2930,,0.85,609.0,1281.02,40000.0
18,159.0,75.9,2286,0.0,0.66,,,
71,167.1,70.4,1767,2.0,0.95,,670.69,
19,169.6,95.5,1587,2.0,0.96,,5000.0,
39,154.6,70.3,2169,,0.99,,969.51,
67,171.4,54.8,1860,,0.42,,10000.0,
51,170.3,49.8,4855,,0.24,645.0,508.03,40000.0
39,171.0,84.0,2946,4.0,0.82,810.0,,
58,184.7,96.5,661,,0.06,436.0,728.01,40000.0
33,178.3,66.6,3642,3.0,0.86,747.0,10000.0,40000.0
60,171.8,55.2,3565,,0.18,,,
26,167.1,60.5,3031,,0.43,,5000.0,
72,161.5,90.8,576,0.0,0.96,,,
75,168.9,83.6,2828,1.0,0.54,308.0,338.33,40000.0
26,195.8,66.4,3041,,0.49,352.0,10000.0,40000.0
52,178.8,80.3,3533,,0.28,405.0,1149.9,40000.0
51,168.6,60.9,3554,,0.17,799.0,5000.0,40000.0
73,148.9,42.1,1935,,0.59,407.0,1384.58,40000.0
73,171.3,74.6,2592,3.0,0.24,444.0,,
61,163.9,61.3,2733,3.0,0.56,661.0,5000.0,40000.0
61,166.3,54.5,2489,,0.79,667.0,10000.0,40000.0
36,184.4,68.7,950,4.0,0.26,,833.99,
22,172.4,93.1,500,,0.39,,1110.48,
54,174.9,65.4,1258,4.0,0.49,539.0,5000.0,40000.0
52,176.1,83.5,5383,,0.64,,10000.0,
49,179.3,76.4,2195,0.0,0.23,,,
26,180.7,49.0,1104,,0.44,372.0,,
25,168.8,67.8,2729,0.0,0.65,736.0,5000.0,40000.0
44,174.0,74.1,3498,1.0,0.41,470.0,,
24,153.7,80.9,3009,,0.99,,1053.09,
39,193.2,58.4,500,,0.68,595.0,761.31,40000.0
46,166.7,52.0,4358,,0.84,,10000.0,
51,160.6,81.4,2101,,0.06,,,
51,168.9,56.9,4915,5.0,0.44,,,
54,177.9,44.8,1545,,0.78,,10000.0,
57,150.7,59.0,2313,0.0,0.36,,10000.0,
42,174.2,74.6,786,,1.0,,10000.0,
35,172.5,63.5,1122,0.0,0.34,341.0,10000.0,40000.0
35,165.7,70.4,3341,1.0,0.49,382.0,5000.0,40000.0
21,165.5,65.9,3700,,0.19,714.0,,
59,175.0,61.3,2918,,0.75,411.0,,
38,160.8,49.2,2365,5.0,0.03,842.0,385.42,40000.0
63,165.3,75.7,2799,,0.82,,5000.0,
52,173.3,47.3,2615,,0.37,570.0,5000.0,40000.0
38,174.6,44.3,3215,,0.32,,,
41,157.3,70.6,500,,0.26,330.0,,
37,163.9,58.1,2613,,0.15,497.0,646.94,40000.0
23,166.6,86.3,3393,,0.58,718.0,10000.0,40000.0
22,171.3,81.6,3003,,0.32,,867.0,
20,172.4,45.6,3578,,0.36,690.0,,
45,161.5,96.9,2413,2.0,0.29,743.0,10000.0,40000.0
36,181.2,55.9,2737,,0.08,535.0,10000.0,40000.0
34,171.6,59.5,2494,,0.53,,,
19,159.0,65.0,4527,0.0,0.97,,872.81,
40,173.4,68.7,2994,1.0,0.76,422.0,,
24,172.1,74.9,1741,,0.94,,10000.0,
21,171.1,46.3,1448,2.0,0.06,363.0,394.91,40000.0
39,155.9,71.0,2202,3.0,0.51,,850.62,
34,166.6,80.6,500,0.0,0.69,,10000.0,
54,171.9,71.7,938,,0.35,,,
60,169.6,65.8,1842,,0.28,,10000.0,
50,181.3,70.7,4979,,0.26,409.0,1129.18,40000.0
27,161.5,49.8,2597,,0.12,,,
65,167.9,58.2,2560,,0.95,550.0,5000.0,40000.0
65,160.8,74.2,1669,,0.86,,,
39,168.7,29.3,1978,1.0,0.64,,,
29,167.7,68.2,2029,,0.46,,5000.0,
74,168.0,59.9,2501,,0.72,490.0,222.51,40000.0
42,152.2,54.4,2693,,0.15,748.0,736.48,40000.0
62,175.7,76.2,5389,,0.99,665.0,10000.0,40000.0
45,188.6,87.6,4128,4.0,0.55,612.0,10000.0,40000.0
34,168.0,54.9,2327,,0.05,344.0,5000.0,40000.0
52,167.3,56.5,1644,,0.5,,903.57,
64,159.1,51.4,2376,,0.14,606.0,1191.77,40000.0
61,169.3,42.4,1305,,0.05,,,
45,169.9,70.6,2675,,0.47,,,
62,166.4,39.1,4505,,0.32,,741.93,
53,184.5,67.1,2772,4.0,0.34,525.0,,
53,173.6,53.5,3345,5.0,0.01,458.0,,
68,157.2,89.8,3192,,0.25,430.0,10000.0,40000.0
19,160.5,80.2,2556,1.0,0.57,611.0,10000.0,40000.0
19,161.3,78.8,500,,0.77,839.0,1442.29,40000.0
43,172.1,59.6,1443,,0.24,741.0,5000.0,40000.0
54,173.4,69.4,2579,3.0,0.57,362.0,10000.0,40000.0
38,160.9,88.9,4185,5.0,0.98,423.0,5000.0,40000.0
74,178.4,45.5,2637,4.0,0.19,,5000.0,
28,155.7,70.9,2503,,0.96,812.0,,
68,176.7,64.0,1822,,0.52,314.0,,
51,172.1,81.5,2157,,0.52,,,
63,163.1,83.4,2255,,0.14,553.0,784.68,40000.0
54,160.8,36.3,3521,3.0,0.68,,10000.0,
55,186.8,78.3,2276,3.0,0.49,,5000.0,
22,171.7,58.3,500,3.0,0.2,,10000.0,
46,168.8,51.9,5598,,0.26,,5000.0,
43,164.9,74.2,2008,,0.68,451.0,10000.0,40000.0
22,172.8,61.6,4321,,1.0,,,
23,172.9,71.8,500,,0.69,,,
32,155.5,84.3,1337,4.0,0.3,561.0,5000.0,40000.0
46,184.1,74.6,2163,4.0,0.01,,,
67,160.8,98.8,4405,4.0,0.65,485.0,,
53,170.8,77.8,1930,1.0,0.26,,,
71,186.9,73.8,500,5.0,0.76,,5000.0,
71,165.0,72.6,4197,1.0,0.02,362.0,,
64,155.4,71.1,1502,3.0,0.02,,,
66,174.5,71.1,2448,,0.79,,10000.0,
51,161.8,70.8,4958,,0.26,,10000.0,
42,162.6,75.7,3035,,0.62,,10000.0,
56,177.2,88.1,2947,,0.98,,,
64,173.8,56.9,2683,,0.67,370.0,10000.0,40000.0
27,159.9,64.7,6122,,0.56,594.0,,
45,165.7,59.5,3463,,0.89,,395.44,
44,151.3,72.1,3218,0.0,0.79,,,
37,168.3,60.5,2067,5.0,0.09,446.0,,
28,145.8,63.3,3110,0.0,0.62,522.0,707.16,40000.0
40,185.0,60.1,1860,1.0,0.48,,764.72,
37,163.1,52.4,3217,,0.86,,421.35,
39,173.3,85.4,2678,,0.6,642.0,,
23,171.2,58.8,3583,4.0,0.45,,5000.0,
24,183.7,81.2,4564,1.0,0.54,839.0,,
45,166.1,72.6,2475,4.0,0.26,346.0,,
64,162.3,61.0,1123,,0.65,347.0,5000.0,40000.0
22,168.3,57.3,3203,4.0,0.98,785.0,10000.0,40000.0
58,174.6,66.2,2461,,0.43,,623.17,
74,160.0,68.4,1895,,0.12,,5000.0,
69,143.9,51.1,1204,2.0,0.7,,,
48,161.0,60.3,1854,1.0,0.66,530.0,,
49,162.4,75.2,2107,,0.74,660.0,5000.0,40000.0
55,173.2,82.3,4012,5.0,0.95,,1232.79,
64,178.0,83.8,1949,2.0,0.22,301.0,5000.0,40000.0
38,172.7,61.3,2987,,0.91,,5000.0,
35,175.2,72.2,3900,4.0,0.34,,10000.0,
58,175.6,53.9,521,4.0,0.97,488.0,,
54,159.9,96.8,2222,0.0,0.76,623.0,5000.0,40000.0
37,160.3,61.3,4158,,0.46,,,
47,187.3,57.4,2718,5.0,0.33,,10000.0,
43,185.8,56.1,1888,,0.74,,10000.0,
64,178.0,49.2,3041,,0.26,345.0,,
47,167.6,62.2,898,,0.96,,10000.0,
48,174.7,35.8,2325,0.0,0.61,,5000.0,
38,166.9,57.6,2859,5.0,0.81,,5000.0,
38,167.4,81.4,4030,0.0,0.82,738.0,10000.0,40000.0
66,171.0,92.5,3052,,0.61,,5000.0,
56,166.5,67.7,1899,,0.72,,,
48,176.9,52.3,2317,2.0,0.89,,10000.0,
74,159.5,94.0,3146,,0.86,754.0,,
31,167.2,66.2,2945,5.0,0.3,301.0,10000.0,40000.0
39,168.7,54.7,3336,4.0,0.32,809.0,878.27,40000.0
41,181.3,83.9,2275,3.0,0.13,,,
23,164.7,76.1,1485,,0.17,,,
43,170.9,50.0,1673,,0.86,,5000.0,
48,143.4,62.9,944,3.0,0.31,,5000.0,
19,173.7,64.4,1059,,0.71,,5000.0,
31,165.9,70.1,2984,,0.56,763.0,831.22,40000.0
22,171.5,81.8,500,5.0,0.39,438.0,,
66,156.3,101.2,3536,,0.3,,5000.0,
63,173.9,57.5,2229,5.0,0.02,,,
53,184.3,74.1,2307,0.0,0.12,316.0,,
51,196.1,73.3,2355,,0.34,721.0,,
70,148.1,90.7,500,,0.64,,,
45,175.0,73.0,2470,,0.84,363.0,730.4,40000.0
75,162.6,76.1,3907,4.0,0.27,301.0,,
23,168.1,78.1,1913,0.0,0.45,,10000.0,
74,147.8,93.2,2016,3.0,0.31,,10000.0,
36,156.9,72.3,3486,2.0,0.5,,,
48,163.1,72.7,2229,5.0,0.87,456.0,5000.0,40000.0
23,178.2,75.8,1294,1.0,0.77,,922.56,
60,172.4,60.9,3822,1.0,0.03,496.0,5000.0,40000.0
20,158.3,64.0,4115,4.0,0.91,,,
27,165.4,73.3,4171,2.0,0.39,537.0,10000.0,40000.0
26,169.9,70.7,3806,,0.35,510.0,1059.54,40000.0
41,188.1,80.2,2604,0.0,0.81,794.0,,
63,175.0,85.5,1301,2.0,0.94,451.0,10000.0,40000.0
19,168.6,89.3,4726,5.0,0.58,,,
66,170.5,74.4,1928,,0.86,,298.19,
18,167.9,71.7,3352,5.0,0.8,,,
58,184.5,58.8,1995,4.0,0.65,,876.03,
40,154.0,65.5,3546,1.0,0.97,643.0,719.51,40000.0
68,178.6,78.3,1953,0.0,0.92,751.0,5000.0,40000.0
28,182.9,78.8,3430,,0.4,367.0,,
38,190.6,76.0,2056,1.0,0.43,,,
60,168.2,61.3,4916,3.0,0.57,639.0,10000.0,40000.0
56,156.0,82.8,677,4.0,0.49,458.0,5000.0,40000.0
29,190.8,72.8,3742,,0.05,,5000.0,
26,172.9,73.2,1113,,0.55,,10000.0,
46,179.1,68.9,2035,5.0,0.04,,947.32,
21,163.6,76.4,2257,0.0,0.23,481.0,806.08,40000.0
40,166.9,62.9,2872,,0.01,,,
49,173.0,75.6,2960,,0.38,748.0,10000.0,40000.0
36,173.6,68.6,3703,1.0,0.04,,10000.0,
59,168.5,98.2,1528,,0.38,,887.26,
35,170.7,48.8,3673,,0.05,,,
60,175.3,59.7,4292,,0.25,,,
61,178.7,68.9,2041,,0.17,,10000.0,
23,174.1,65.6,3035,,0.15,,,
64,166.6,88.1,3500,5.0,0.41,618.0,10000.0,40000.0
44,175.5,83.3,500,3.0,0.67,724.0,510.93,40000.0
70,164.3,57.6,1685,,0.85,,,
65,178.0,100.4,2907,,0.14,617.0,929.8,40000.0
