age,taille,poids,revenu_estime_mois,historique_credits,risque_personnel,score_credit,loyer_mensuel,montant_pret
32,172.3,68.4,3806,,0.61,,987.96,17302.967317839033
71,160.2,72.0,1848,3.0,0.06,,,10887.25496705418
22,172.9,70.3,2822,,0.41,,5000.0,13326.765879755781
38,170.4,65.7,4550,,0.86,663.0,10000.0,18555.061070795142
63,183.2,79.3,2118,2.0,0.72,306.0,10000.0,500.0
64,170.9,76.7,2824,2.0,0.76,,10000.0,23709.566990356063
56,168.3,70.1,3442,,0.69,469.0,1025.51,5618.189092632655
28,175.7,71.4,3158,4.0,0.7,,10000.0,1105.0090464535544
63,189.4,64.9,2006,4.0,0.4,,,15604.632244799477
21,195.2,73.3,585,5.0,0.69,734.0,10000.0,500.0
53,174.1,71.8,4957,2.0,0.49,,907.21,30889.06847054531
61,163.5,56.1,500,2.0,0.65,,,500.0
42,163.3,60.0,2385,1.0,0.4,,5000.0,500.0
26,175.0,59.9,1031,,0.98,500.0,,500.0
37,173.8,62.3,2596,,0.21,847.0,608.62,4407.473097574761
32,179.8,68.3,500,5.0,0.95,651.0,10000.0,500.0
66,174.6,95.0,1984,2.0,0.9,,,500.0
22,189.2,76.9,500,,0.33,,5000.0,595.1847956795953
28,187.1,63.6,1815,0.0,0.5,304.0,639.14,8071.638569685192
71,174.7,69.3,2191,0.0,0.04,,,5169.781301290168
70,156.7,80.3,1944,0.0,0.53,836.0,5000.0,500.0
29,162.7,76.2,4457,3.0,0.49,503.0,,19189.51348210835
22,176.9,76.4,2472,4.0,0.02,,5000.0,1201.466648638526
22,171.5,64.7,2331,,0.09,336.0,,500.0
26,161.4,72.9,3578,4.0,0.24,,,18516.1132155603
47,173.0,89.8,2338,5.0,0.37,,5000.0,500.0
23,174.3,56.6,2955,,0.81,403.0,897.99,500.0
39,151.9,68.4,4419,5.0,0.18,,1412.93,500.0
54,170.6,53.8,3142,,0.75,,5000.0,500.0
18,160.3,80.4,3973,1.0,0.96,,,572.9266151975784
54,170.5,76.5,2674,,0.49,,,30363.87959455731
74,162.3,89.7,4105,,0.78,,1046.46,500.0
69,165.3,62.3,2960,,0.8,,,14080.011328406057
75,173.4,94.1,2421,,0.23,,5000.0,500.0
72,161.9,48.1,2986,2.0,0.17,,,500.0
72,175.5,71.8,2110,,0.54,,,500.0
39,162.4,74.1,2804,4.0,0.25,449.0,5000.0,1315.377855211905
45,188.1,93.6,2289,,0.07,,513.82,8723.308183816727
22,170.8,86.5,3636,,0.82,750.0,,21181.08585150106
58,149.0,90.6,2097,,0.15,425.0,5000.0,500.0
55,174.4,73.2,3485,1.0,0.14,690.0,484.16,14655.976575182705
51,166.8,54.2,3397,1.0,0.93,,5000.0,6128.1928851452185
31,173.3,57.6,1125,,0.08,478.0,10000.0,500.0
55,174.1,51.8,3966,,0.64,,932.07,500.0
23,165.7,62.6,2470,,0.68,557.0,,500.0
65,170.9,99.7,500,4.0,0.34,,,500.0
41,177.0,58.1,1441,2.0,0.19,565.0,1369.19,15677.7412061166
27,169.3,52.0,1506,,0.32,737.0,5000.0,7007.917918744598
65,168.0,62.4,3696,,0.33,,,12949.209513611304
65,180.6,63.6,2568,,0.33,483.0,10000.0,675.2704039549101
56,177.9,24.4,2664,5.0,0.44,,,500.0
44,169.3,71.6,2988,3.0,0.59,304.0,350.82,500.0
53,157.4,64.6,2720,,0.19,,624.99,7834.252992250279
33,172.6,83.9,957,0.0,0.87,,10000.0,601.5892381444185
59,158.0,75.0,500,5.0,0.34,,663.35,500.0
31,180.5,52.0,4314,,0.89,,,20528.42637765688
68,165.1,71.4,3562,,0.68,,5000.0,26719.766365983825
24,191.0,68.3,3467,,0.29,,5000.0,6906.560132168931
65,168.8,53.8,3167,2.0,0.35,745.0,,40528.20690293357
64,164.3,82.4,5037,5.0,0.11,,10000.0,15236.480650484405
23,155.1,78.1,1167,1.0,0.65,,10000.0,6054.1681173003035
61,166.4,76.7,3190,5.0,0.73,,622.87,24133.441707215356
55,167.6,73.9,5335,,0.5,,10000.0,500.0
25,166.9,83.4,4029,,0.08,,5000.0,500.0
60,169.1,80.9,1523,,0.76,,779.05,2781.750865221281
35,174.3,105.8,1730,,0.25,,,1089.5843742795635
58,172.0,53.1,2161,,0.73,657.0,1201.31,25361.73195347078
37,173.6,57.2,500,1.0,0.35,414.0,5000.0,25395.491172086593
23,186.9,52.4,2562,,0.12,,10000.0,8456.600968775161
42,178.7,91.0,2982,,0.14,,5000.0,18103.21455626846
50,159.6,52.3,1045,4.0,0.25,378.0,,500.0
41,168.8,44.8,2851,,0.97,509.0,5000.0,5599.206451980024
41,171.8,77.2,4358,3.0,0.52,,10000.0,13923.371423371214
52,173.3,50.6,2073,4.0,0.4,,,7696.4604789687455
51,168.8,77.8,1430,5.0,0.5,,,500.0
37,174.4,91.1,1687,1.0,0.62,337.0,564.27,32244.15268333524
18,143.3,60.1,1321,,0.22,441.0,10000.0,500.0
46,184.9,54.4,2206,,0.79,745.0,1147.17,500.0
56,173.3,52.1,3878,,0.09,,5000.0,24966.680645123488
67,183.6,64.9,4221,2.0,0.18,533.0,5000.0,500.0
42,163.1,45.6,3159,,0.86,,5000.0,500.0
43,177.8,35.9,1861,,0.82,,5000.0,14053.821598274068
60,176.9,52.2,2523,,0.66,477.0,831.76,500.0
75,167.6,64.5,2340,,0.97,648.0,721.33,500.0
60,162.8,94.1,5196,,0.21,,10000.0,500.0
36,170.2,73.9,3607,,0.81,,568.64,5391.41978269436
18,167.6,76.4,3748,0.0,0.19,,1069.02,500.0
72,181.7,82.3,500,,0.31,,,500.0
56,171.2,74.4,500,,0.51,439.0,,500.0
23,171.8,64.8,3426,,0.43,,,500.0
27,165.4,37.3,3576,5.0,0.48,563.0,,12009.026420338245
39,174.9,73.1,2011,3.0,0.79,,490.37,500.0
42,167.1,86.7,1617,,0.04,567.0,10000.0,500.0
32,169.2,72.2,4593,,0.18,,,25083.01001514254
48,171.9,76.6,2889,,0.47,,10000.0,500.0
62,174.5,87.5,4706,5.0,0.18,,,12816.893600619926
62,177.7,45.4,500,3.0,0.02,618.0,5000.0,14621.737792041486
49,167.6,60.2,2764,,0.36,,5000.0,8970.35321686117
75,171.0,63.4,2685,1.0,0.94,605.0,5000.0,500.0
69,169.1,52.9,2328,2.0,0.01,834.0,10000.0,500.0
18,166.3,71.0,3028,0.0,0.27,,,500.0
65,182.7,69.2,3776,4.0,0.28,,5000.0,500.0
23,175.7,71.4,764,2.0,0.6,,234.17,500.0
42,189.0,50.7,2556,5.0,0.74,685.0,,500.0
39,150.4,69.2,4457,,0.16,404.0,,21874.777111711373
46,171.3,79.1,1749,1.0,0.99,,1186.84,19185.71007451976
21,177.5,51.8,3579,,0.66,,930.49,23645.163510140483
75,175.1,65.4,1893,3.0,0.82,543.0,5000.0,17360.680783560034
33,169.1,53.0,3864,5.0,0.31,,5000.0,500.0
28,180.5,77.1,4170,,0.31,547.0,752.58,6459.007836731592
65,179.7,43.7,2562,,0.24,701.0,5000.0,500.0
64,167.0,87.8,3231,4.0,0.42,691.0,5000.0,500.0
28,162.9,53.6,3571,4.0,0.98,477.0,,23426.68977199119
27,156.8,89.8,3437,,0.2,,10000.0,9945.561029410674
55,154.5,65.3,2400,1.0,0.39,761.0,938.46,14707.616516937214
69,161.9,78.2,500,,0.18,,,11181.837922915876
74,180.8,62.8,2647,,0.29,,10000.0,7442.855125533958
30,161.0,57.1,2680,,0.93,,5000.0,10554.154977667216
58,160.7,73.9,1085,1.0,0.05,443.0,677.98,500.0
19,174.9,59.4,3509,2.0,0.89,,800.97,14029.45863955272
46,161.7,86.5,1825,,0.67,627.0,10000.0,17707.47028128099
35,174.0,57.2,1160,2.0,0.56,483.0,,2328.801471800949
58,170.5,42.5,4529,,0.01,,,2672.1068729896947
56,149.7,64.5,2660,4.0,0.05,,,28321.516227569453
18,162.9,61.1,3818,1.0,0.1,,,8300.46583239124
71,178.8,72.3,998,4.0,0.39,524.0,373.25,500.0
42,166.5,78.3,2810,2.0,0.18,,5000.0,500.0
70,178.8,87.8,1338,,0.33,,10000.0,11162.719336312044
25,169.5,85.0,3687,,0.15,421.0,502.22,500.0
71,171.9,46.8,1183,,0.28,,842.9,22903.70633358192
74,158.0,60.5,3958,1.0,0.49,,589.55,500.0
20,147.9,89.5,1132,,0.02,433.0,5000.0,500.0
26,164.2,62.2,3369,,0.05,,763.37,12206.033471742263
33,177.2,82.9,4040,2.0,0.76,,10000.0,500.0
33,168.3,75.0,2934,4.0,0.83,,,500.0
30,165.3,53.1,2547,,0.96,,1240.53,22044.80915146755
49,154.1,78.1,3839,,0.28,535.0,10000.0,22221.23321604256
38,159.3,96.7,2291,5.0,0.08,763.0,10000.0,21728.70265918484
68,179.6,63.4,2818,5.0,0.84,,10000.0,500.0
75,154.8,78.7,4676,1.0,0.57,694.0,10000.0,500.0
71,141.3,47.6,2877,,0.49,,,13933.76429090578
64,185.6,62.3,3948,,0.81,,,500.0
19,184.3,75.9,3011,4.0,0.6,,5000.0,500.0
33,152.5,72.0,1744,1.0,0.91,312.0,10000.0,500.0
62,167.4,77.7,3748,,0.71,,,2684.4695325176995
38,166.2,75.0,2445,5.0,0.37,,10000.0,5985.695147366836
32,177.9,69.8,2387,2.0,0.22,,885.63,3543.6621585618554
57,182.6,87.1,1597,5.0,0.7,639.0,10000.0,31268.277026316006
38,158.8,77.2,4447,,0.65,395.0,5000.0,10681.465007401455
21,185.3,90.5,2255,,0.79,,350.58,24943.041951447958
65,153.7,60.8,1185,3.0,0.69,,,500.0
24,161.3,60.5,2951,5.0,0.56,334.0,,20974.301162694257
66,183.9,59.1,4912,,0.39,537.0,,500.0
70,179.5,77.0,3863,,0.74,,10000.0,21881.049681899192
49,160.1,86.6,820,,0.72,,,500.0
61,165.5,77.5,949,4.0,0.02,,10000.0,13890.4529260375
37,179.8,86.4,2276,5.0,0.16,489.0,1217.44,500.0
35,173.0,57.9,3176,5.0,0.31,313.0,,46745.60635500457
65,156.5,47.7,4453,5.0,0.6,534.0,460.01,500.0
35,176.1,62.3,2429,,0.71,302.0,,26763.66936599364
32,183.1,61.1,3777,,0.46,577.0,5000.0,500.0
61,174.0,64.4,3228,0.0,0.79,,,500.0
40,171.2,69.3,1135,,0.11,,5000.0,500.0
61,181.0,47.5,3192,4.0,0.03,,10000.0,30898.12346442135
68,160.2,74.1,3428,5.0,0.77,,,7665.501956720779
63,174.1,62.4,3329,,0.26,676.0,,9723.925134365028
66,167.0,74.7,2719,,0.4,,,11417.638722648697
27,150.0,86.1,2879,1.0,0.62,,10000.0,3349.744144557455
18,173.2,49.9,2127,,0.22,,780.1,5151.087256533285
44,163.2,47.7,500,,0.68,656.0,,21053.931248540586
62,176.8,74.9,2788,0.0,0.29,,5000.0,500.0
33,169.8,77.7,1913,,0.31,500.0,5000.0,34017.81240468688
53,159.2,85.1,2267,,0.42,342.0,473.08,18950.739628744654
38,173.9,88.1,2334,4.0,0.96,,10000.0,500.0
39,161.5,55.4,703,5.0,0.84,,,579.3974887282877
62,164.5,47.7,1743,0.0,0.15,,,500.0
45,180.3,60.0,1490,0.0,0.25,,5000.0,500.0
51,163.7,99.8,3465,4.0,0.76,702.0,10000.0,500.0
23,183.6,83.5,2387,2.0,0.81,739.0,5000.0,500.0
33,175.4,86.7,1650,1.0,0.75,,5000.0,500.0
25,155.7,77.5,2370,3.0,0.82,,603.88,500.0
58,174.5,79.7,1699,,0.96,,5000.0,500.0
63,160.3,85.4,1710,,0.79,539.0,5000.0,500.0
38,178.3,62.1,3704,1.0,0.01,425.0,285.41,14884.729405727216
40,150.3,75.4,1043,4.0,0.48,719.0,764.86,13684.953136583248
41,170.7,67.5,1217,2.0,0.68,682.0,10000.0,11529.798741792576
56,179.2,88.2,2792,2.0,0.62,626.0,10000.0,500.0
53,160.2,62.2,875,3.0,0.12,669.0,10000.0,500.0
23,162.4,50.6,1913,,0.57,,,500.0
52,180.1,69.9,1686,1.0,0.84,,10000.0,10086.919320008363
27,184.2,64.0,3735,,0.46,412.0,,14374.479940607383
54,177.6,84.0,1876,3.0,0.52,,10000.0,500.0
58,176.2,88.9,500,3.0,0.73,785.0,291.91,13505.520294628031
18,174.3,91.0,1792,3.0,0.56,,725.52,500.0
42,146.5,84.2,500,,0.78,,10000.0,3337.3668761851814
56,169.8,72.8,2701,,0.41,421.0,10000.0,4849.463669302425
34,164.0,75.0,2012,,0.16,,10000.0,8962.574710833309
32,182.8,103.2,2484,5.0,0.16,,5000.0,14474.521230572302
18,158.3,76.4,2843,,0.01,468.0,5000.0,26655.42600553518
64,176.0,79.5,2570,,0.98,,5000.0,500.0
73,167.9,72.2,4332,,0.96,,728.66,9074.111188083883
19,167.4,49.2,1341,0.0,0.69,570.0,1176.54,500.0
50,171.9,67.2,1464,2.0,0.27,,,500.0
75,170.7,80.6,1290,,0.14,,10000.0,500.0
26,177.2,69.9,500,5.0,0.08,,10000.0,500.0
30,172.5,74.6,2597,,0.56,,10000.0,6900.559807197559
43,173.8,71.3,4198,,0.7,,,14246.97701548475
67,176.1,83.3,1198,,0.94,560.0,,500.0
66,179.5,69.9,5088,,0.7,640.0,5000.0,23093.695647026463
30,178.2,71.0,4009,,0.44,508.0,5000.0,15930.351154972463
70,160.7,56.1,3755,3.0,0.76,318.0,,500.0
74,153.2,48.0,4254,,0.67,636.0,,22102.44353761702
51,174.1,58.5,2652,4.0,0.92,768.0,,500.0
68,177.2,72.8,3892,0.0,0.46,,,27810.673063023347
60,166.0,62.8,2245,,0.0,,1014.18,500.0
67,178.2,41.3,4192,,0.69,789.0,480.44,500.0
31,151.8,53.8,3186,3.0,0.75,,,500.0
52,168.9,69.3,1928,0.0,0.91,,10000.0,500.0
64,173.0,66.2,2518,4.0,0.87,,1318.39,21178.08365205545
27,182.5,97.1,2520,,0.12,,,500.0
24,176.5,63.5,2593,5.0,0.68,,472.17,500.0
37,173.3,82.0,1953,1.0,0.15,356.0,,22358.987890928358
68,159.0,104.0,3337,3.0,0.26,,5000.0,9360.63279862444
27,166.4,55.5,2339,0.0,0.59,,731.6,500.0
37,145.1,59.9,3913,,0.45,,5000.0,7953.7998224350085
47,165.8,76.1,4166,4.0,0.86,,912.38,6242.243106734053
65,176.5,41.3,3136,,0.69,,10000.0,8380.693597889975
60,178.0,88.2,2490,,0.79,,,500.0
63,159.1,89.5,900,2.0,0.68,,10000.0,6973.6325372896645
40,172.5,92.5,4574,1.0,0.13,,1086.15,9942.987296518455
62,179.7,57.1,3789,,0.8,770.0,,13341.758309879699
57,187.1,53.8,1573,4.0,0.05,,10000.0,500.0
51,173.6,93.7,3823,,0.66,,10000.0,3367.970876418882
62,169.0,71.0,2404,1.0,0.69,,516.31,9155.90013439457
63,147.6,71.3,4778,,0.43,,,2641.1513549660294
40,200.1,44.1,1660,5.0,0.52,799.0,10000.0,15279.232173570374
28,168.7,63.8,2987,5.0,0.16,,5000.0,3426.8492967480315
43,167.7,70.7,2747,3.0,0.27,777.0,,500.0
75,175.6,75.4,1986,,0.89,,1282.77,7882.959505706342
21,148.7,63.9,2711,4.0,0.5,,10000.0,30709.965316642654
58,157.5,69.8,3447,,0.92,654.0,10000.0,500.0
43,188.9,101.1,2094,5.0,0.0,658.0,5000.0,10948.885245464136
40,178.1,66.0,3519,,0.74,451.0,,500.0
32,163.7,61.8,1336,,0.4,,1542.15,500.0
42,176.0,74.8,3649,,0.97,,,13631.273362718714
55,165.1,70.0,3997,5.0,0.41,,10000.0,22231.97321248849
58,161.8,61.9,1806,,0.54,425.0,5000.0,2128.8012275159435
49,177.9,101.3,3775,,0.94,,,14521.179108027844
35,179.4,67.4,4219,,0.04,,,42989.59911024206
20,178.2,74.4,1796,,0.57,,5000.0,11060.72741605227
49,177.1,72.8,1545,1.0,0.8,716.0,775.08,500.0
58,164.8,89.0,2942,0.0,0.56,560.0,5000.0,500.0
26,182.1,31.7,2481,,0.75,337.0,5000.0,28980.833570178074
67,164.3,58.0,2328,,0.49,652.0,866.51,4367.3149191903085
40,169.5,58.2,1925,,0.0,845.0,10000.0,21946.86879505956
75,171.6,85.3,3699,5.0,0.57,,661.31,4247.479089404679
71,160.4,67.6,500,0.0,0.51,701.0,10000.0,30551.98802808907
20,161.1,75.9,2266,,0.48,389.0,5000.0,12869.202257204115
21,186.1,58.3,2936,,0.75,,921.41,5706.7825506143645
40,168.8,82.9,3795,,0.91,617.0,10000.0,500.0
54,153.5,57.0,3114,,0.88,693.0,938.51,40646.669620911925
24,170.2,59.3,2285,,0.07,574.0,894.46,11388.545484987937
38,158.6,79.9,2323,5.0,0.64,,561.96,23066.28845141842
41,171.2,49.5,4358,,0.16,,10000.0,15536.842254718355
25,145.0,79.9,3683,3.0,0.07,,,500.0
71,162.7,87.4,3210,,0.36,,10000.0,5440.861480054975
33,168.6,68.0,1422,1.0,0.92,,1209.91,500.0
53,160.7,61.4,2419,,0.74,,5000.0,37750.675820880504
61,173.8,42.5,1452,,0.12,552.0,10000.0,12536.527425331671
56,151.7,49.8,898,,0.31,,990.25,500.0
52,165.4,59.6,3357,1.0,0.91,514.0,474.99,18244.265756080065
32,175.6,86.5,2467,3.0,0.93,530.0,,16185.064244023328
64,178.5,90.0,1720,3.0,0.92,,,500.0
63,165.0,51.8,2586,,0.47,,,3038.2686460702134
62,180.7,64.0,500,,0.04,,886.96,500.0
48,174.2,80.2,1369,2.0,0.02,,5000.0,4980.213631587762
62,180.9,58.4,3499,1.0,0.41,421.0,10000.0,2621.991170390659
46,156.5,81.0,3588,,0.54,335.0,10000.0,21165.89664278441
57,168.3,53.4,2287,2.0,0.01,,,14917.002154526905
48,193.7,57.1,2726,4.0,1.0,,,12007.005961914414
57,177.9,68.4,2572,4.0,0.12,,10000.0,500.0
50,166.9,93.1,4591,3.0,0.65,538.0,403.35,23335.49676636848
52,168.7,58.3,4102,,0.93,,594.35,3155.376642858685
73,148.9,59.6,5593,,0.06,655.0,1307.92,34928.545790518874
18,178.1,86.1,608,3.0,0.88,,10000.0,500.0
22,166.4,84.7,3178,,0.13,379.0,5000.0,2203.0337080929994
36,173.1,46.8,1414,3.0,0.23,,727.09,500.0
73,167.3,69.0,3046,1.0,0.63,,10000.0,500.0
61,164.3,82.5,3185,5.0,0.27,,5000.0,27523.765043023657
21,177.6,63.7,4034,5.0,0.25,,,2631.080774396934
37,155.2,89.3,2070,5.0,0.51,803.0,,11058.632095273046
62,170.5,48.7,3900,,0.76,455.0,5000.0,500.0
36,167.0,86.7,3223,0.0,0.66,751.0,10000.0,19516.454511962416
26,162.5,79.4,2880,,0.7,,,3101.351547694001
29,180.6,65.9,2368,4.0,0.37,352.0,5000.0,500.0
62,174.0,85.9,3478,,0.51,583.0,5000.0,45877.404978598024
65,171.4,81.0,1995,,0.67,,10000.0,9126.859939752641
67,172.2,74.8,2733,,0.21,,854.34,25199.631004534003
50,179.0,66.5,3487,,0.15,713.0,1419.12,9800.225042050182
30,166.8,69.4,3843,,0.11,,5000.0,28080.90904383448
48,168.1,87.4,1686,0.0,0.56,486.0,1213.08,500.0
39,184.0,67.8,656,2.0,0.23,,10000.0,14910.42674736496
52,170.2,94.5,2598,1.0,0.04,,971.86,1897.745189060438
33,144.7,71.2,2072,3.0,0.03,,5000.0,500.0
34,179.2,56.8,1973,2.0,0.53,766.0,10000.0,16815.322371461785
19,171.2,66.1,683,,0.79,510.0,10000.0,6891.624514494192
23,164.1,49.0,3103,2.0,0.95,,5000.0,38277.86419615981
70,160.9,82.6,1227,,0.25,524.0,1175.14,500.0
22,159.8,67.9,1384,,0.84,,,2395.4385667881565
31,152.9,93.1,2351,,0.01,709.0,5000.0,500.0
58,156.3,79.4,500,,0.15,417.0,10000.0,3199.3109076086116
63,166.4,71.8,4015,,0.22,,5000.0,22486.123986927105
28,168.1,57.6,4563,,0.36,,,29082.45170326341
34,169.1,43.0,3784,,0.5,,580.45,500.0
38,183.2,78.5,2855,1.0,0.39,548.0,5000.0,500.0
18,169.9,84.0,3148,1.0,0.39,754.0,10000.0,19354.689040026744
69,160.9,83.7,1550,,0.48,,,500.0
31,174.3,64.7,1962,5.0,0.12,,10000.0,33448.00488309777
40,158.3,79.7,3992,5.0,0.06,,5000.0,16257.947402038808
73,182.9,76.6,1273,,0.56,,5000.0,16669.916243296364
26,179.7,86.7,3645,5.0,0.97,,10000.0,3212.0712674130014
38,181.8,67.8,3854,,0.01,,5000.0,29941.452177603147
21,180.8,39.3,2549,4.0,0.19,,10000.0,19270.696548097803
66,175.6,70.4,3761,,0.08,740.0,,5867.287044229895
28,170.2,83.2,3136,,0.55,,,500.0
63,159.4,66.7,2272,,0.76,,5000.0,4071.252166028845
53,167.7,65.2,3229,,0.36,,1186.7,500.0
24,180.2,83.2,3160,2.0,0.74,722.0,,8655.723626350307
56,179.4,64.1,592,5.0,0.73,374.0,5000.0,500.0
65,170.3,47.6,2219,5.0,0.79,656.0,5000.0,6917.19408936927
58,160.4,89.3,886,,0.8,305.0,5000.0,500.0
54,189.8,60.6,1988,,0.43,,5000.0,10733.681672929757
43,172.4,57.2,3600,1.0,0.83,531.0,10000.0,16236.959006617879
64,170.2,65.2,3819,1.0,0.18,,756.37,32060.90344736834
61,176.1,56.1,3962,0.0,0.78,,10000.0,21275.117252567426
33,175.0,78.0,2985,2.0,0.65,,916.49,18833.236518612
53,160.7,61.1,4682,3.0,0.85,846.0,762.46,28162.577196715658
49,168.8,66.7,2701,,0.7,513.0,10000.0,500.0
74,160.6,65.1,3075,,0.03,837.0,966.33,3674.596637735833
19,164.8,78.4,4199,,0.76,656.0,946.17,44128.74065902961
57,174.0,79.0,1067,4.0,0.96,,5000.0,500.0
38,167.6,58.2,2031,1.0,0.21,,5000.0,500.0
45,161.0,63.7,3117,3.0,0.68,,,6603.535706612271
74,157.8,15.8,3657,0.0,0.48,721.0,,500.0
33,164.4,64.0,2019,0.0,1.0,763.0,,4652.518842300937
65,173.8,96.4,4081,,0.66,,10000.0,500.0
71,163.6,46.1,3307,1.0,0.99,,10000.0,5298.906752642442
40,181.0,69.2,5825,,0.67,823.0,5000.0,500.0
55,185.9,77.4,580,,0.2,,10000.0,500.0
61,153.2,87.3,500,5.0,0.89,430.0,705.82,9475.221095705489
37,175.6,18.2,2663,,0.73,,,43742.24533158677
51,171.6,62.8,2321,,0.45,794.0,,500.0
33,169.6,99.2,3090,2.0,0.14,508.0,10000.0,25318.321346095523
30,169.4,95.2,1644,4.0,0.41,,610.58,500.0
58,155.6,49.1,3861,1.0,0.51,,,11085.79416369356
32,170.1,64.8,1920,,0.01,,837.5,500.0
39,166.7,70.0,2373,,0.92,606.0,990.93,500.0
36,156.2,42.4,2329,,0.54,402.0,744.83,10348.025824657658
42,162.5,54.5,1201,4.0,0.48,,,14451.314157669694
46,184.1,74.9,1739,3.0,0.1,333.0,,500.0
19,163.0,94.4,3196,0.0,0.51,,10000.0,500.0
38,159.2,73.6,2940,4.0,0.76,744.0,10000.0,28058.797577534933
20,165.4,82.4,3852,,0.73,563.0,10000.0,500.0
63,154.6,66.8,2454,0.0,0.97,721.0,,500.0
28,164.7,67.6,2824,1.0,0.34,,5000.0,3542.798050055929
59,173.4,100.6,1709,,0.08,822.0,5000.0,500.0
55,165.3,80.5,2262,1.0,0.8,,,500.0
23,158.7,62.7,2672,0.0,0.37,465.0,5000.0,6092.632886191398
24,177.0,35.7,517,3.0,0.06,,,500.0
54,146.5,103.6,1506,5.0,0.83,,10000.0,500.0
71,161.9,73.3,2345,,0.04,768.0,,500.0
18,166.6,80.2,4002,,0.61,,5000.0,3867.6054529594185
58,169.2,61.4,2356,,0.52,630.0,5000.0,4574.687759409776
26,193.6,48.1,3803,3.0,0.81,,623.04,5447.512822257256
63,165.0,77.1,1803,5.0,0.19,,5000.0,6632.956761864
60,173.5,86.3,4391,,0.7,538.0,702.74,17139.720893178834
59,184.8,79.4,2793,,0.34,,5000.0,500.0
25,173.5,63.4,1596,,0.69,343.0,,870.584991213883
71,149.4,69.6,3394,,0.26,501.0,5000.0,28049.251081275015
72,176.7,50.8,1930,3.0,0.17,,,20374.39103270054
66,160.5,73.3,3762,3.0,0.32,,,14793.912515869875
22,159.9,78.7,2260,1.0,0.28,629.0,5000.0,500.0
48,166.0,72.5,2681,3.0,0.73,,10000.0,20519.04609579224
69,178.3,64.5,500,,0.05,,,500.0
31,183.2,74.9,1705,3.0,0.16,693.0,,500.0
61,165.3,72.1,839,,0.52,664.0,5000.0,15165.16635192171
42,176.0,75.4,2357,,0.63,,5000.0,500.0
30,172.2,53.1,2496,,0.71,355.0,10000.0,500.0
24,174.1,95.0,2075,2.0,0.77,765.0,,500.0
28,174.7,69.9,1163,2.0,0.29,,,500.0
49,166.8,70.2,4140,0.0,0.1,,424.19,11417.12690625142
69,172.3,70.7,1817,2.0,0.56,,,500.0
38,168.3,39.8,3691,,0.75,,10000.0,17172.086171351795
41,160.4,65.0,3750,4.0,0.26,307.0,5000.0,500.0
35,170.8,48.6,2541,4.0,0.85,,,13760.457854977982
62,179.2,76.0,2996,,0.66,,,6537.676855142859
64,179.5,64.6,3344,3.0,0.38,431.0,10000.0,12483.472051435907
72,172.0,45.3,2209,1.0,0.34,717.0,845.42,3810.979568097087
20,181.7,86.8,2242,0.0,0.95,327.0,,14911.12920217478
40,178.2,84.1,828,,0.23,482.0,5000.0,500.0
70,156.0,76.6,1844,,0.62,730.0,10000.0,2684.225223403396
26,174.3,52.0,3257,3.0,0.24,,,500.0
19,173.1,49.8,1606,,0.57,,,500.0
39,168.9,66.0,2350,,0.2,,,500.0
47,163.8,90.8,4254,4.0,0.26,,721.1,33124.20584400077
29,185.0,42.6,3328,,0.94,,5000.0,500.0
59,173.7,81.3,1136,,0.29,,10000.0,500.0
22,168.6,68.0,1288,3.0,0.87,657.0,,2338.112333817608
60,183.6,53.8,2975,,0.89,,5000.0,500.0
53,182.7,71.2,2741,0.0,0.49,,10000.0,500.0
34,161.6,95.5,2370,1.0,0.35,,992.31,13022.596394805232
64,166.0,81.2,1802,1.0,0.43,,1061.58,500.0
38,153.5,53.5,3092,,0.69,,5000.0,30315.55775728683
53,176.8,75.8,2444,,0.15,510.0,760.28,500.0
63,166.2,60.2,2803,0.0,0.87,377.0,5000.0,26211.079057272276
32,159.8,57.0,500,,0.51,731.0,5000.0,10068.664617903576
43,173.3,87.1,3614,5.0,0.65,,,8715.565851233325
20,180.3,77.0,3570,,0.51,,794.97,500.0
69,175.1,69.0,3593,1.0,0.07,599.0,10000.0,500.0
61,156.8,85.0,2276,,0.51,,568.2,500.0
55,173.0,87.0,4441,3.0,0.75,,10000.0,39496.124763790955
66,161.2,82.1,1512,,0.84,,10000.0,13154.028751388316
66,172.7,82.7,1924,,0.83,,5000.0,500.0
24,189.4,69.4,3338,,0.21,,5000.0,7561.916873700494
60,173.4,70.9,2241,2.0,0.4,,5000.0,14843.576487645367
41,168.5,71.0,4452,4.0,0.89,528.0,982.84,38910.598349831525
35,169.6,91.6,5234,,0.79,,,27207.06764535245
39,171.1,57.0,1330,,0.58,,10000.0,500.0
73,164.7,53.9,1998,,0.58,,,30054.40933944837
48,169.1,88.7,3823,3.0,0.49,,,500.0
51,174.0,73.5,1797,2.0,0.66,846.0,10000.0,500.0
55,179.2,52.9,621,,0.12,629.0,867.73,500.0
36,184.5,75.5,4844,5.0,0.38,,5000.0,18176.534342321604
25,157.4,55.4,2815,0.0,0.59,685.0,10000.0,18651.153683592755
67,170.1,89.9,2713,,0.56,363.0,10000.0,500.0
27,174.2,42.8,2119,3.0,0.21,699.0,10000.0,21910.2315069594
47,169.0,102.4,1694,,0.37,,10000.0,2117.9855197419047
34,182.7,87.9,3691,,0.45,751.0,,500.0
28,169.3,69.3,3718,1.0,0.24,,5000.0,500.0
